symbol	category	provider_kind	resolution_kind	target_address	target_symbol	storage_size_hex	evidence	requesters	detail
snes_p12_qsort	named-external	link-contract	semantic-text-alias		snes_qsort_001080cc		reviewed-existing-global-text	ps2/progress12_io_state_recovered.o	source-model contract bound to an already recovered target entry
snes_ram_003f4be8	named-external	link-contract	absolute-target-anchor	0x003f4be8			address-encoded-low-level-name	ps2/address_leaf_recovered.o	zero-byte address contract retained from the structural lift
snes_state_0035e2c4	named-external	link-contract	absolute-target-anchor	0x0035e2c4			address-encoded-low-level-name	ps2/address_leaf_recovered.o	zero-byte address contract retained from the structural lift
snprintf	c-runtime	historical-archive	compatibility-runtime-shim				deterministic-ee-source-model-shim	ps2/small_dispatch_recovered.o;snes9x/memmap_metadata_recovered.o	linkable compatibility implementation; historical archive-member identity is not claimed
stack0x00000000	named-external	link-contract	absolute-target-anchor	0x00000000			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
stack0xffffef20	named-external	link-contract	absolute-target-anchor	0xffffef20			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
stack0xffffef90	named-external	link-contract	absolute-target-anchor	0xffffef90			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
stack0xffffef98	named-external	link-contract	absolute-target-anchor	0xffffef98			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
stack0xffffefa4	named-external	link-contract	absolute-target-anchor	0xffffefa4			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
switchdataD_001b18f8	named-external	link-contract	absolute-target-anchor	0x001b18f8			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
switchdataD_001ba82c	named-external	link-contract	absolute-target-anchor	0x001ba82c			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
switchdataD_001baad0	named-external	link-contract	absolute-target-anchor	0x001baad0			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
syscall	named-external	link-contract	compatibility-runtime-shim				deterministic-ee-source-model-shim	ps2/progress28_structural_lift_recovered.o	linkable compatibility implementation; historical archive-member identity is not claimed
target_video_mode_byte_001fc752	named-external	link-contract	absolute-target-anchor	0x001fc752			address-encoded-low-level-name	ps2/gsdriver_recovered.o	zero-byte address contract retained from the structural lift
trap	named-external	link-contract	compatibility-runtime-shim				deterministic-ee-source-model-shim	ps2/progress28_structural_lift_recovered.o	linkable compatibility implementation; historical archive-member identity is not claimed
uRam00426e20	named-external	link-contract	absolute-target-anchor	0x00426e20			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00426e3c	named-external	link-contract	absolute-target-anchor	0x00426e3c			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00426fa4	named-external	link-contract	absolute-target-anchor	0x00426fa4			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00426fb4	named-external	link-contract	absolute-target-anchor	0x00426fb4			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00427000	named-external	link-contract	absolute-target-anchor	0x00427000			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00427004	named-external	link-contract	absolute-target-anchor	0x00427004			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00427008	named-external	link-contract	absolute-target-anchor	0x00427008			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0042c804	named-external	link-contract	absolute-target-anchor	0x0042c804			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0042d338	named-external	link-contract	absolute-target-anchor	0x0042d338			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0042d339	named-external	link-contract	absolute-target-anchor	0x0042d339			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0042d33a	named-external	link-contract	absolute-target-anchor	0x0042d33a			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447701	named-external	link-contract	absolute-target-anchor	0x00447701			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447702	named-external	link-contract	absolute-target-anchor	0x00447702			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447703	named-external	link-contract	absolute-target-anchor	0x00447703			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447704	named-external	link-contract	absolute-target-anchor	0x00447704			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447705	named-external	link-contract	absolute-target-anchor	0x00447705			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447706	named-external	link-contract	absolute-target-anchor	0x00447706			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447707	named-external	link-contract	absolute-target-anchor	0x00447707			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447708	named-external	link-contract	absolute-target-anchor	0x00447708			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447709	named-external	link-contract	absolute-target-anchor	0x00447709			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044770a	named-external	link-contract	absolute-target-anchor	0x0044770a			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044770b	named-external	link-contract	absolute-target-anchor	0x0044770b			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044770c	named-external	link-contract	absolute-target-anchor	0x0044770c			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044770d	named-external	link-contract	absolute-target-anchor	0x0044770d			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044770e	named-external	link-contract	absolute-target-anchor	0x0044770e			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044770f	named-external	link-contract	absolute-target-anchor	0x0044770f			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447710	named-external	link-contract	absolute-target-anchor	0x00447710			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447711	named-external	link-contract	absolute-target-anchor	0x00447711			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447712	named-external	link-contract	absolute-target-anchor	0x00447712			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447713	named-external	link-contract	absolute-target-anchor	0x00447713			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447714	named-external	link-contract	absolute-target-anchor	0x00447714			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447715	named-external	link-contract	absolute-target-anchor	0x00447715			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447716	named-external	link-contract	absolute-target-anchor	0x00447716			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447717	named-external	link-contract	absolute-target-anchor	0x00447717			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447718	named-external	link-contract	absolute-target-anchor	0x00447718			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447719	named-external	link-contract	absolute-target-anchor	0x00447719			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044771a	named-external	link-contract	absolute-target-anchor	0x0044771a			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044771b	named-external	link-contract	absolute-target-anchor	0x0044771b			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044771c	named-external	link-contract	absolute-target-anchor	0x0044771c			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044771d	named-external	link-contract	absolute-target-anchor	0x0044771d			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044771e	named-external	link-contract	absolute-target-anchor	0x0044771e			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447720	named-external	link-contract	absolute-target-anchor	0x00447720			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447721	named-external	link-contract	absolute-target-anchor	0x00447721			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447722	named-external	link-contract	absolute-target-anchor	0x00447722			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447723	named-external	link-contract	absolute-target-anchor	0x00447723			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447724	named-external	link-contract	absolute-target-anchor	0x00447724			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447725	named-external	link-contract	absolute-target-anchor	0x00447725			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447726	named-external	link-contract	absolute-target-anchor	0x00447726			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447727	named-external	link-contract	absolute-target-anchor	0x00447727			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447728	named-external	link-contract	absolute-target-anchor	0x00447728			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447729	named-external	link-contract	absolute-target-anchor	0x00447729			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044772a	named-external	link-contract	absolute-target-anchor	0x0044772a			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044772b	named-external	link-contract	absolute-target-anchor	0x0044772b			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044772c	named-external	link-contract	absolute-target-anchor	0x0044772c			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044772d	named-external	link-contract	absolute-target-anchor	0x0044772d			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044772e	named-external	link-contract	absolute-target-anchor	0x0044772e			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044772f	named-external	link-contract	absolute-target-anchor	0x0044772f			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447730	named-external	link-contract	absolute-target-anchor	0x00447730			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447731	named-external	link-contract	absolute-target-anchor	0x00447731			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447732	named-external	link-contract	absolute-target-anchor	0x00447732			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447733	named-external	link-contract	absolute-target-anchor	0x00447733			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447734	named-external	link-contract	absolute-target-anchor	0x00447734			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447735	named-external	link-contract	absolute-target-anchor	0x00447735			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447736	named-external	link-contract	absolute-target-anchor	0x00447736			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447737	named-external	link-contract	absolute-target-anchor	0x00447737			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447738	named-external	link-contract	absolute-target-anchor	0x00447738			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447739	named-external	link-contract	absolute-target-anchor	0x00447739			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044773a	named-external	link-contract	absolute-target-anchor	0x0044773a			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044773b	named-external	link-contract	absolute-target-anchor	0x0044773b			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044773c	named-external	link-contract	absolute-target-anchor	0x0044773c			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044773d	named-external	link-contract	absolute-target-anchor	0x0044773d			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044773e	named-external	link-contract	absolute-target-anchor	0x0044773e			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044773f	named-external	link-contract	absolute-target-anchor	0x0044773f			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447740	named-external	link-contract	absolute-target-anchor	0x00447740			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447741	named-external	link-contract	absolute-target-anchor	0x00447741			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447742	named-external	link-contract	absolute-target-anchor	0x00447742			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447743	named-external	link-contract	absolute-target-anchor	0x00447743			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447744	named-external	link-contract	absolute-target-anchor	0x00447744			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447745	named-external	link-contract	absolute-target-anchor	0x00447745			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447746	named-external	link-contract	absolute-target-anchor	0x00447746			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447747	named-external	link-contract	absolute-target-anchor	0x00447747			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447748	named-external	link-contract	absolute-target-anchor	0x00447748			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00447749	named-external	link-contract	absolute-target-anchor	0x00447749			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044774a	named-external	link-contract	absolute-target-anchor	0x0044774a			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044774b	named-external	link-contract	absolute-target-anchor	0x0044774b			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044774c	named-external	link-contract	absolute-target-anchor	0x0044774c			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044774d	named-external	link-contract	absolute-target-anchor	0x0044774d			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044774e	named-external	link-contract	absolute-target-anchor	0x0044774e			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam0044e206	named-external	link-contract	absolute-target-anchor	0x0044e206			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
uRam00450205	named-external	link-contract	absolute-target-anchor	0x00450205			address-encoded-low-level-name	ps2/progress28_structural_lift_recovered.o	zero-byte address contract retained from the structural lift
zr_base_dist_001ba130	named-external	link-contract	absolute-target-anchor	0x001ba130			address-encoded-low-level-name	zlib/trees_recovered.o	zero-byte address contract retained from the structural lift
zr_base_length_001ba0b8	named-external	link-contract	absolute-target-anchor	0x001ba0b8			address-encoded-low-level-name	zlib/trees_recovered.o	zero-byte address contract retained from the structural lift
zr_dist_code_001b9db8	named-external	link-contract	absolute-target-anchor	0x001b9db8			address-encoded-low-level-name	zlib/trees_recovered.o	zero-byte address contract retained from the structural lift
zr_length_code_001b9fb8	named-external	link-contract	absolute-target-anchor	0x001b9fb8			address-encoded-low-level-name	zlib/trees_recovered.o	zero-byte address contract retained from the structural lift
zr_static_dtree_001b9d40	named-external	link-contract	absolute-target-anchor	0x001b9d40			address-encoded-low-level-name	zlib/trees_recovered.o	zero-byte address contract retained from the structural lift
zr_static_ltree_001b98c0	named-external	link-contract	absolute-target-anchor	0x001b98c0			address-encoded-low-level-name	zlib/trees_recovered.o	zero-byte address contract retained from the structural lift
