symbol	target_address	status	section	section_offset_hex	access_extent_hex	coverage_kind	requesters	claim
DAT_0034532c	0x0034532c	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2cc	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345330	0x00345330	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2d0	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345334	0x00345334	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2d4	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345340	0x00345340	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2e0	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345344	0x00345344	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2e4	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345345	0x00345345	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2e5	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345346	0x00345346	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2e6	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345347	0x00345347	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2e7	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345348	0x00345348	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2e8	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345349	0x00345349	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2e9	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034534c	0x0034534c	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2ec	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345350	0x00345350	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2f0	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345354	0x00345354	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2f4	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345358	0x00345358	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2f8	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034535c	0x0034535c	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x2fc	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345360	0x00345360	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x300	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345368	0x00345368	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x308	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345370	0x00345370	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x310	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345378	0x00345378	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x318	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345380	0x00345380	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x320	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345390	0x00345390	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x330	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345394	0x00345394	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x334	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345398	0x00345398	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x338	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034539c	0x0034539c	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x33c	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034539d	0x0034539d	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x33d	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453a0	0x003453a0	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x340	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453a4	0x003453a4	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x344	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453a8	0x003453a8	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x348	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453a9	0x003453a9	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x349	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453aa	0x003453aa	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x34a	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453ac	0x003453ac	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x34c	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453ae	0x003453ae	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x34e	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453b0	0x003453b0	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x350	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453b2	0x003453b2	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x352	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453b4	0x003453b4	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x354	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453b6	0x003453b6	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x356	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453b8	0x003453b8	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x358	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453bc	0x003453bc	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x35c	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453be	0x003453be	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x35e	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453bf	0x003453bf	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x35f	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453c0	0x003453c0	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x360	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453c8	0x003453c8	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x368		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453d0	0x003453d0	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x370		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453d8	0x003453d8	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x378		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453e0	0x003453e0	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x380		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453e8	0x003453e8	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x388		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453f0	0x003453f0	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x390	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003453ff	0x003453ff	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x39f	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345400	0x00345400	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3a0	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345402	0x00345402	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3a2		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034540f	0x0034540f	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3af	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345410	0x00345410	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3b0	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345412	0x00345412	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3b2		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034541f	0x0034541f	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3bf	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345420	0x00345420	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3c0	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345422	0x00345422	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3c2		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034542f	0x0034542f	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3cf	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345432	0x00345432	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3d2		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034543f	0x0034543f	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3df	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345440	0x00345440	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3e0	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345442	0x00345442	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x3e2		historical-source-owner	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345484	0x00345484	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x424	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345486	0x00345486	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x426	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345488	0x00345488	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x428	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034548a	0x0034548a	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x42a	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034548c	0x0034548c	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x42c	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034548e	0x0034548e	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x42e	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345490	0x00345490	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x430	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345491	0x00345491	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x431	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345492	0x00345492	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x432	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345493	0x00345493	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_00345060	0x433	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345498	0x00345498	SECTION_BACKED_ADDRESS	.data.stage3ce.va_00345498	0x0	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034549c	0x0034549c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_00345498	0x4	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454a0	0x003454a0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_00345498	0x8	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454a4	0x003454a4	SECTION_BACKED_ADDRESS	.data.stage3ce.va_00345498	0xc	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454ac	0x003454ac	SECTION_BACKED_ADDRESS	.data.stage3ce.va_00345498	0x14	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454b0	0x003454b0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_00345498	0x18	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454b4	0x003454b4	SECTION_BACKED_ADDRESS	.data.stage3ce.va_00345498	0x1c	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454b8	0x003454b8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_00345498	0x20	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454bc	0x003454bc	SECTION_BACKED_ADDRESS	.data.stage3ce.va_00345498	0x24	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454c0	0x003454c0	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x0	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454c1	0x003454c1	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x1	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454c2	0x003454c2	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x2	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454c8	0x003454c8	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x8	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454cc	0x003454cc	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0xc	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454d0	0x003454d0	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x10	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454d8	0x003454d8	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x18	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454da	0x003454da	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x1a	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454dc	0x003454dc	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x1c	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454dd	0x003454dd	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x1d	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454de	0x003454de	SECTION_BACKED_ADDRESS	.data.stage3f.history.va_003454c0	0x1e	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454e0	0x003454e0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x0	0x148	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454e1	0x003454e1	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x1	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454e2	0x003454e2	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x2		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454e8	0x003454e8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x8	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454f0	0x003454f0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x10	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_003454f8	0x003454f8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x18	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345500	0x00345500	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x20	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345501	0x00345501	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x21	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345508	0x00345508	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x28	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345510	0x00345510	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x30	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345514	0x00345514	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x34	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345518	0x00345518	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x38	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034551c	0x0034551c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x3c	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345520	0x00345520	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x40	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345528	0x00345528	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x48	0x8	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345530	0x00345530	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x50	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345531	0x00345531	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x51	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345532	0x00345532	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x52	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345533	0x00345533	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x53	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345534	0x00345534	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x54	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345538	0x00345538	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x58	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034553c	0x0034553c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x5c	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034553d	0x0034553d	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x5d	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034553e	0x0034553e	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x5e	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034553f	0x0034553f	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x5f	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345540	0x00345540	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x60	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345541	0x00345541	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x61	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345542	0x00345542	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x62	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345543	0x00345543	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x63	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345544	0x00345544	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x64	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345545	0x00345545	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x65	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345546	0x00345546	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x66	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345547	0x00345547	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x67	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345548	0x00345548	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x68	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034554d	0x0034554d	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x6d	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034554e	0x0034554e	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x6e	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345550	0x00345550	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x70	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345559	0x00345559	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x79	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034555a	0x0034555a	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x7a	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034555b	0x0034555b	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x7b	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034555c	0x0034555c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x7c	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0034555d	0x0034555d	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x7d	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345560	0x00345560	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x80	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345561	0x00345561	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x81	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345563	0x00345563	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x83	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345564	0x00345564	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x84	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_00345565	0x00345565	SECTION_BACKED_ADDRESS	.data.stage3ce.va_003454e0	0x85	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
